diff_booking_to_cancel,original_selling_amount,day_of_year,how_far_in_advance,length_of_stay,no_of_adults,hotel_brand_code,customer_nationality,charge_option,hotel_chain_code,original_payment_method
-1,205.24,207,1,0,3,753,99,2,273,29
-1,49.34,183,1,0,2,339,37,2,212,29
-1,161.13,204,13,0,2,320,13,2,548,29
-1,626.34,58,131,0,2,138,82,1,51,29
-1,123.78,212,9,0,2,792,56,1,120,29
-1,387.05,183,44,0,4,544,92,2,132,29
0,33.72,251,1,0,2,792,40,2,120,29
-1,25.77,92,179,0,2,578,32,2,10,22
-1,74.34,210,14,0,3,504,28,2,454,29
39,660.24,187,39,0,2,613,86,2,463,19
-1,67.04,244,1,0,3,470,86,2,104,19
-1,165.99,231,10,0,2,51,86,2,200,29
-1,1661.94,100,83,0,2,78,86,1,110,5
-1,82.08,180,15,0,2,460,37,2,582,29
-1,176.85,231,3,0,1,590,18,2,330,30
4,155.73,244,5,0,1,637,44,1,139,29
-1,2936.34,94,132,0,6,402,86,2,268,19
-1,425.4,218,6,0,4,462,44,2,543,19
-1,35.71,214,1,0,2,527,56,2,136,19
-1,261.2,223,4,0,2,741,92,2,168,26
-1,336.72,215,37,0,2,486,95,2,294,4
66,498.25,145,66,0,2,188,37,1,319,29
8,496.2,219,8,0,1,356,86,2,124,29
100,681.02,118,100,0,4,820,54,1,113,29
16,57.89,249,24,0,2,427,92,1,548,29
40,528.65,161,51,0,3,872,86,1,535,29
-1,95.45,197,7,0,2,340,39,2,73,19
214,268.52,345,236,0,2,876,37,1,535,29
-1,294.18,204,10,0,2,711,56,2,397,29
-1,129.22,177,19,0,2,777,44,1,580,29
-1,9.63,160,28,0,2,502,40,2,518,29
34,1251.24,159,34,0,2,402,86,1,268,19
-1,1197.68,261,5,0,2,171,37,2,126,5
-1,530.1,171,40,0,2,244,56,2,294,29
-1,81.08,178,46,0,2,44,102,2,614,29
-1,42.41,271,1,0,2,690,86,2,167,19
86,1423.68,105,86,0,8,741,91,1,168,16
-1,47.24,184,3,0,2,545,98,2,261,29
-1,224.99,217,21,0,2,141,74,2,492,29
-1,590.0,146,78,0,1,390,42,2,223,19
-1,54.68,230,1,0,2,886,99,2,24,29
-1,22.23,207,1,0,2,502,74,2,518,4
79,333.52,119,91,0,2,638,13,1,289,19
-1,205.66,219,30,0,2,753,86,2,273,19
1,66.34,211,2,0,1,243,99,2,273,5
60,2328.32,172,64,0,4,673,56,1,257,19
-1,36.66,247,13,0,1,854,44,2,357,16
-1,323.55,214,30,0,2,578,70,2,10,19
14,38.34,250,21,0,1,469,44,2,536,26
-1,770.03,219,33,0,2,62,98,2,268,5
-1,119.0,52,148,0,6,143,18,2,421,5
9,1496.88,246,9,0,1,515,91,2,79,29
13,457.48,251,18,0,4,51,91,1,200,29
-1,815.16,216,9,0,3,784,95,2,544,19
-1,174.18,224,2,0,2,858,65,2,136,29
-1,484.74,90,120,0,4,626,16,1,197,29
19,119.98,179,17,0,2,804,99,2,614,29
-1,293.12,260,2,0,2,50,56,2,614,29
95,99.58,158,97,0,2,430,74,1,575,29
7,1893.38,247,8,0,2,515,91,2,79,29
1,340.0,247,1,0,2,657,44,2,590,29
20,444.6,245,21,0,2,98,18,2,498,30
154,167.37,58,155,0,2,872,18,1,535,29
3,87.29,230,7,0,2,457,92,2,498,19
54,334.84,10,195,0,1,124,86,1,182,29
-1,78.23,214,1,0,2,629,18,2,451,4
209,251.52,2,214,0,2,876,37,1,535,29
35,104.71,158,37,0,2,745,86,2,561,5
2,43.13,239,9,0,1,463,44,2,228,26
87,708.1,80,126,0,3,322,91,1,492,29
19,306.6,64,138,0,2,146,91,2,596,19
-1,453.02,204,23,0,2,328,18,2,123,29
-1,161.92,192,5,0,2,759,99,2,359,29
-1,517.92,214,9,0,2,773,86,2,415,29
-1,53.33,186,13,0,1,51,37,2,200,29
8,283.8,181,8,0,6,152,86,1,614,19
-1,79.62,262,1,0,2,478,37,2,287,29
-1,37.61,210,14,0,2,412,56,2,336,29
90,95.24,144,90,0,2,50,86,1,614,19
8,228.74,224,10,0,4,399,97,2,359,19
-1,140.13,203,1,0,1,815,37,2,79,19
-1,113.44,257,5,0,2,749,91,2,397,29
143,442.64,129,143,0,4,260,86,2,461,19
-1,1030.12,191,10,0,2,432,18,2,119,29
1,115.6,200,1,0,2,726,44,2,92,29
-1,89.59,232,20,0,3,470,86,1,104,19
-1,653.97,223,15,0,6,262,92,2,543,29
-1,579.8,221,2,0,6,886,28,2,24,19
43,289.77,168,76,0,2,741,37,1,168,29
-1,142.8,153,71,0,2,353,86,2,563,19
-1,97.07,233,4,0,2,432,82,2,119,19
-1,92.01,198,1,0,2,738,99,2,54,19
-1,119.08,147,41,0,3,578,91,2,10,29
-1,217.62,162,62,0,2,138,91,2,51,29
-1,58.42,267,5,0,1,412,56,2,336,19
-1,72.39,222,2,0,2,792,40,2,120,29
-1,69.59,253,2,0,1,93,102,2,234,16
-1,57.26,200,4,0,2,243,86,2,273,19
13,451.84,183,13,0,2,483,99,1,454,19
-1,140.46,174,50,0,3,10,95,2,531,26
-1,165.48,207,1,0,1,572,91,2,273,29
111,186.67,137,116,0,2,348,91,1,198,29
-1,580.1,120,83,0,3,190,91,1,351,19
-1,44.21,260,9,0,2,505,44,2,285,29
-1,788.49,52,151,0,4,266,98,1,618,29
141,138.57,80,153,0,2,51,91,1,200,19
-1,200.26,204,18,0,2,874,82,2,205,29
9,158.32,181,28,0,2,770,99,1,205,19
-1,83.4,211,3,0,2,619,28,2,256,29
-1,150.66,207,36,0,2,836,7,2,487,19
-1,4899.95,240,27,0,2,89,44,2,153,5
-1,23.19,200,4,0,2,709,56,2,87,29
-1,131.31,142,47,0,2,93,44,1,234,29
-1,1037.97,189,22,0,3,685,40,2,136,19
-1,427.32,197,15,0,2,62,95,2,268,29
47,159.66,127,62,0,2,93,44,1,234,29
-1,86.21,207,14,0,2,572,56,2,273,22
-1,114.48,32,157,0,2,243,86,2,273,5
6,40.76,216,22,0,2,388,40,2,538,26
218,440.9,333,218,0,2,741,37,1,168,29
32,182.43,162,84,0,2,726,72,2,92,29
9,155.77,217,9,0,2,78,86,1,110,19
-1,68.28,244,1,0,6,505,95,2,285,29
-1,181.97,235,4,0,5,336,89,2,492,5
201,526.88,14,201,0,8,761,54,1,393,29
-1,265.86,262,9,0,2,680,99,2,105,22
-1,337.52,241,4,0,2,17,95,2,477,29
-1,446.54,191,76,0,2,403,3,2,260,5
2,45.64,223,1,0,2,788,18,2,146,27
140,480.47,84,148,0,2,578,86,2,10,29
7,110.51,220,13,0,1,155,67,2,213,19
-1,21.72,188,11,0,2,502,40,2,518,15
-1,16.35,271,2,0,1,166,91,2,502,26
-1,319.66,210,13,0,2,638,82,2,289,29
-1,95.86,251,18,0,2,730,82,2,59,27
-1,341.52,212,21,0,2,859,56,2,548,29
-1,825.0,226,6,0,2,141,81,2,492,19
17,519.48,192,20,0,2,839,37,1,364,29
-1,27.21,236,2,0,1,709,56,2,87,20
-1,593.58,33,157,0,2,163,99,1,237,5
-1,363.3,206,56,0,3,572,86,2,273,19
143,2247.1,85,143,0,4,701,3,1,343,19
10,217.85,193,65,0,2,879,91,1,579,29
-1,56.64,187,68,0,1,706,37,2,531,27
-1,33.21,257,1,0,2,28,87,2,549,19
-1,159.46,145,94,0,2,889,37,2,51,29
-1,89.93,217,3,0,2,592,56,2,482,19
-1,625.76,152,52,0,2,227,91,2,492,29
-1,189.78,224,23,0,3,860,95,2,77,4
83,535.69,24,188,0,2,427,86,1,548,29
3,9.49,195,5,0,2,502,40,1,518,29
1,101.62,185,1,0,1,784,97,2,544,29
-1,21.71,235,11,0,2,164,40,1,274,19
-1,327.09,236,24,0,1,749,44,1,397,19
-1,57.01,254,4,0,2,125,28,2,24,19
-1,67.66,210,8,0,1,51,86,1,200,29
-1,106.58,184,10,0,1,753,99,2,273,29
-1,519.6,146,84,0,3,403,16,1,260,29
-1,455.04,178,12,0,2,869,25,1,24,19
-1,14.98,258,1,0,2,603,18,2,298,30
-1,152.1,252,6,0,2,803,42,2,614,5
-1,613.8,253,2,0,2,767,81,2,137,29
-1,1701.58,240,16,0,2,572,91,1,273,5
-1,1060.93,128,61,0,2,475,3,2,504,29
152,169.26,73,152,0,2,276,86,1,325,19
-1,712.55,109,84,0,2,79,91,2,43,29
-1,97.74,248,2,0,2,708,91,2,570,19
-1,169.16,177,83,0,2,770,37,2,205,29
5,90.67,184,13,0,1,764,39,2,51,29
1,150.59,156,80,0,2,671,86,1,341,29
-1,322.26,220,32,0,2,458,44,2,51,22
-1,424.05,245,10,0,2,819,39,2,327,29
-1,561.44,66,148,0,2,872,74,2,535,19
-1,1696.06,198,28,0,2,772,99,2,548,29
-1,257.02,226,4,0,2,759,98,2,359,29
-1,151.24,231,3,0,1,590,18,2,330,30
-1,144.64,207,2,0,2,716,97,2,611,19
-1,240.54,162,34,0,2,638,40,2,289,19
-1,65.37,180,4,0,2,505,28,2,285,29
56,154.0,149,59,0,2,394,89,2,107,19
5,76.0,188,5,0,1,741,44,2,168,16
4,51.78,217,12,0,2,502,87,1,518,29
-1,25.84,256,1,0,2,724,74,2,310,26
1,32.77,252,2,0,2,709,56,2,87,26
15,705.07,173,17,0,3,462,37,2,543,19
9,50.3,219,8,0,1,741,44,2,168,26
-1,84.73,156,89,0,1,450,37,2,217,29
-1,134.9,239,3,0,2,262,44,2,543,16
18,312.3,185,18,0,2,513,86,2,359,5
-1,1180.0,153,50,0,8,610,32,2,231,22
17,556.14,175,89,0,2,709,99,2,87,19
-1,225.54,180,63,0,1,21,102,2,60,29
-1,73.25,222,13,0,2,50,86,1,614,19
-1,152.29,240,19,0,2,781,92,2,42,29
-1,49.95,240,4,0,2,690,86,2,167,19
-1,553.12,55,135,0,2,741,74,1,168,29
64,607.62,150,65,0,3,696,91,1,44,29
-1,109.07,257,2,0,2,884,56,2,2,29
-1,155.5,184,12,0,4,723,18,2,559,30
-1,301.86,169,16,0,2,621,92,2,539,29
44,1763.34,111,85,0,2,188,18,1,319,29
-1,85.47,207,10,0,2,238,74,2,428,19
-1,118.25,254,5,0,2,753,99,1,273,19
-1,28.51,266,3,0,2,604,92,2,187,29
-1,58.36,216,2,0,2,304,92,2,512,17
-1,118.62,202,49,0,2,243,74,2,273,29
185,4118.04,12,190,0,2,194,86,2,492,5
-1,238.45,259,2,0,2,859,99,2,548,29
-1,926.64,130,82,0,4,50,3,2,614,19
-1,946.83,211,4,0,1,462,99,2,543,29
-1,237.8,221,3,0,2,527,95,2,136,19
-1,22.67,231,1,0,2,709,97,2,87,29
24,324.94,169,41,0,2,856,89,1,500,19
-1,18.54,240,1,0,2,372,40,2,195,29
-1,53.48,233,8,0,2,339,16,2,212,5
-1,540.15,233,29,0,2,544,86,2,132,19
10,120.69,189,10,0,2,572,44,2,273,26
17,203.28,197,19,0,3,487,18,1,586,29
-1,218.47,221,4,0,2,634,82,2,72,29
14,131.09,210,42,0,2,851,95,1,463,29
-1,270.56,261,10,0,2,756,37,2,52,29
-1,827.32,240,19,0,4,148,91,2,72,16
-1,253.2,204,3,0,2,301,67,2,556,29
-1,58.41,196,19,0,1,741,86,1,168,5
-1,107.75,218,2,0,2,671,86,2,341,29
-1,95.37,271,2,0,2,4,86,2,509,29
2,180.94,247,12,0,1,513,37,2,359,5
-1,146.5,210,12,0,2,438,44,2,334,16
-1,38.64,238,0,0,2,340,39,2,73,19
-1,1474.81,47,178,0,2,657,86,2,590,19
-1,34.79,256,3,0,2,27,40,2,295,29
132,360.96,74,134,0,1,188,37,1,319,29
-1,230.92,155,93,0,5,726,86,2,92,19
-1,315.39,223,14,0,2,858,91,2,136,29
12,123.14,214,26,0,1,51,91,1,200,29
138,473.58,56,172,0,2,386,91,2,359,19
-1,262.21,164,34,0,1,649,102,2,323,19
-1,131.8,247,5,0,1,886,28,2,24,29
-1,35.14,238,5,0,2,584,92,2,356,29
-1,50.04,221,1,0,1,275,44,2,165,19
98,203.9,78,134,0,4,691,91,1,547,19
-1,152.41,100,93,0,2,147,91,2,13,16
-1,1427.92,247,6,0,4,328,92,2,123,22
-1,91.82,259,2,0,2,398,40,2,549,29
-1,116.0,192,2,0,2,398,40,2,549,29
12,228.6,206,12,0,2,437,18,1,570,29
-1,108.85,268,4,0,2,495,3,2,441,29
-1,261.19,218,1,0,3,136,18,2,519,29
194,298.14,76,196,0,2,557,86,1,457,19
-1,131.15,200,3,0,1,872,44,2,535,29
-1,954.86,208,35,0,2,155,3,2,213,29
-1,407.92,181,4,0,2,292,16,2,268,29
-1,38.89,242,3,0,2,312,92,2,267,19
-1,185.83,205,4,0,2,513,54,2,359,29
29,174.97,149,80,0,2,872,86,2,535,5
-1,9.53,194,1,0,2,502,40,2,518,26
-1,36.24,232,7,0,2,158,56,2,178,29
-1,233.32,83,106,0,2,480,91,1,334,29
-1,150.29,216,5,0,2,860,37,2,77,29
-1,711.14,254,5,0,1,621,92,2,539,19
-1,158.84,177,12,0,2,457,95,2,498,19
66,62.51,107,103,0,2,886,18,2,24,27
-1,455.48,121,76,0,2,889,32,2,51,29
-1,291.46,169,45,0,2,322,56,1,492,5
-1,336.09,192,27,0,2,403,86,1,260,19
-1,258.45,229,3,0,2,524,87,2,348,29
-1,247.65,201,2,0,4,328,18,2,123,29
29,88.37,106,86,0,2,487,91,2,586,29
5,172.28,229,25,0,8,572,56,1,273,19
-1,53.43,236,2,0,2,81,39,2,485,29
-1,162.03,213,2,0,2,858,91,2,136,29
-1,506.56,155,60,0,4,556,86,2,420,29
65,140.63,182,87,0,2,56,91,1,110,29
-1,248.65,163,44,0,2,870,41,2,178,29
-1,202.25,176,91,0,2,230,91,1,168,19
24,495.69,182,34,0,1,426,37,2,391,19
-1,643.72,201,9,0,4,311,18,2,51,26
21,333.49,192,21,0,2,879,86,1,579,29
-1,172.0,191,9,0,1,300,91,2,51,29
4,235.66,261,4,0,3,138,94,2,51,19
-1,121.9,258,1,0,2,562,99,2,614,29
8,704.19,180,8,0,6,447,44,1,96,19
-1,271.74,165,27,0,2,741,91,2,168,19
-1,101.6,241,5,0,2,528,86,2,549,5
-1,31.0,243,1,0,1,834,86,2,395,29
142,202.32,61,142,0,2,188,91,1,319,16
-1,72.82,191,2,0,2,328,37,2,123,29
26,286.22,193,31,0,4,243,86,2,273,19
-1,134.5,226,4,0,2,310,27,2,106,29
9,181.72,203,9,0,2,637,86,1,139,19
195,305.46,10,195,0,2,10,86,1,531,29
1,133.49,232,2,0,2,102,97,2,25,19
-1,238.36,192,3,0,2,264,56,2,492,29
63,109.5,194,66,0,2,839,44,1,364,29
28,201.78,181,29,0,2,132,92,1,6,29
-1,181.02,182,1,0,1,475,66,2,504,22
-1,533.74,210,7,0,2,882,74,1,31,29
47,154.37,176,48,0,2,546,44,2,345,16
-1,172.34,233,15,0,1,741,91,1,168,5
42,271.41,166,44,0,2,127,44,1,379,29
-1,320.27,220,3,0,2,320,3,2,548,19
-1,97.19,268,4,0,2,50,86,2,614,19
33,587.54,232,34,0,2,178,86,1,176,29
284,858.78,338,288,0,1,243,37,1,273,29
-1,416.8,169,27,0,4,13,86,2,516,29
-1,48.76,252,2,0,1,78,44,2,110,29
-1,498.04,209,8,0,8,527,56,2,136,19
87,86.46,22,179,0,1,438,86,1,334,19
-1,150.0,213,2,0,4,11,90,2,274,29
-1,734.12,199,27,0,4,741,91,1,168,5
6,236.25,226,6,0,2,706,86,2,531,29
-1,239.7,206,3,0,2,809,92,2,430,19
-1,260.93,114,119,0,3,350,86,2,427,19
-1,66.52,185,3,0,2,327,74,2,189,29
-1,177.94,192,5,0,4,592,69,2,482,29
-1,646.75,202,29,0,2,78,86,2,110,29
-1,397.17,255,6,0,2,437,63,2,570,29
-1,63.84,254,9,0,6,510,81,2,48,29
-1,84.92,201,2,0,2,286,44,2,176,5
-1,362.06,172,28,0,2,82,82,2,408,29
-1,50.78,206,9,0,2,623,40,1,478,19
27,116.29,217,27,0,1,758,86,1,517,19
39,294.22,230,39,0,2,281,37,1,276,29
-1,881.59,26,185,0,2,854,91,2,357,19
57,718.12,123,77,0,2,93,91,1,234,29
-1,338.65,264,5,0,2,107,40,2,549,29
-1,174.57,249,2,0,2,478,18,2,287,28
-1,341.21,133,53,0,1,320,92,2,548,29
4,226.48,239,25,0,1,872,18,2,535,29
-1,121.78,271,2,0,2,688,82,2,14,19
-1,266.21,233,2,0,2,875,86,2,79,19
-1,76.16,237,2,0,1,741,91,2,168,29
138,53.78,122,138,0,2,216,44,1,174,19
12,807.73,197,12,0,3,671,86,1,341,5
73,353.97,184,79,0,6,71,56,1,274,29
-1,53.63,249,7,0,2,329,40,2,538,16
-1,227.51,93,106,0,2,487,40,1,586,19
-1,127.81,101,114,0,2,761,54,1,393,19
15,235.09,177,20,0,2,51,86,1,200,29
-1,73.3,225,27,0,2,482,92,2,527,29
2,234.77,250,5,0,2,490,92,2,617,29
-1,122.04,181,73,0,4,173,74,2,191,29
-1,21.87,189,7,0,2,164,40,1,274,29
-1,296.37,216,22,0,4,774,56,2,614,29
-1,105.05,152,91,0,2,411,98,2,229,29
21,704.34,176,25,0,2,531,56,1,314,29
74,85.42,110,74,0,1,286,86,1,176,19
-1,81.36,251,1,0,3,307,99,2,11,29
9,145.94,207,21,0,2,753,95,1,273,29
-1,118.82,205,18,0,2,375,71,2,92,5
-1,2258.56,243,17,0,3,138,74,2,51,19
-1,131.81,218,4,0,2,490,82,2,617,19
-1,88.57,239,1,0,1,638,3,2,289,19
-1,261.81,212,24,0,2,322,86,2,492,29
-1,693.72,101,97,0,2,322,91,1,492,16
-1,139.2,205,2,0,1,839,44,2,364,29
-1,64.8,187,1,0,2,535,40,2,51,29
-1,532.78,173,33,0,3,864,86,2,51,19
-1,105.67,219,11,0,2,828,28,2,437,5
-1,711.0,197,14,0,1,638,88,2,289,19
15,52.35,170,15,0,2,50,86,1,614,19
-1,140.37,221,1,0,2,464,92,2,548,19
-1,158.44,235,31,0,4,463,95,2,228,29
91,86.08,113,136,0,2,872,91,1,535,16
-1,1141.28,219,35,0,2,487,40,1,586,29
-1,310.66,205,64,0,3,127,91,1,379,19
241,320.41,354,242,0,3,562,86,1,614,19
-1,94.79,201,9,0,2,473,99,2,349,29
-1,103.86,183,2,0,1,44,56,2,614,19
-1,90.94,241,5,0,2,753,99,2,273,19
35,112.83,150,60,0,2,534,56,2,132,29
-1,76.68,224,11,0,2,359,91,2,19,29
-1,486.73,93,94,0,3,872,18,2,535,4
-1,311.13,207,4,0,1,610,66,2,231,29
-1,171.74,189,58,0,2,431,95,1,334,29
-1,250.5,242,3,0,2,32,18,2,148,5
14,210.45,143,87,0,1,51,16,1,200,29
-1,96.08,241,3,0,2,243,92,2,273,29
46,591.92,192,46,0,2,679,37,1,138,19
92,360.52,83,177,0,2,93,82,1,234,29
-1,119.81,209,1,0,2,874,49,2,205,29
-1,199.0,202,3,0,2,483,99,2,454,29
-1,122.62,215,10,0,2,243,86,2,273,19
123,310.61,124,123,0,2,52,91,1,531,29
-1,107.58,244,1,0,2,728,82,2,76,19
-1,906.12,95,144,0,2,243,37,2,273,5
1,46.01,210,1,0,2,338,40,2,274,29
-1,413.33,211,8,0,2,741,40,1,168,29
-1,119.86,289,349,0,2,266,98,1,618,5
33,326.04,63,152,0,4,621,85,1,539,29
-1,237.3,247,21,0,4,427,86,2,548,5
-1,242.11,240,15,0,2,114,18,2,407,30
-1,610.54,89,149,0,2,761,37,2,393,29
-1,168.26,269,3,0,2,645,18,2,540,4
-1,86.65,210,1,0,2,358,88,2,208,29
-1,32.36,220,1,0,1,583,44,2,445,19
26,1104.94,229,44,0,3,147,91,1,13,29
-1,113.78,261,8,0,2,502,98,2,518,29
50,809.7,160,50,0,2,668,92,1,396,29
110,168.76,121,110,0,2,767,32,2,137,29
-1,13.3,241,1,0,2,604,40,2,187,2
-1,41.9,248,6,0,4,502,74,2,518,19
0,43.78,229,39,0,2,24,95,2,195,26
-1,62.29,246,4,0,1,450,44,2,217,16
-1,200.83,179,8,0,2,113,92,2,375,29
-1,80.72,145,43,0,2,455,99,2,454,29
-1,228.18,238,15,0,2,622,91,2,88,19
15,105.37,207,22,0,2,203,3,2,72,19
5,473.78,222,5,0,2,487,28,2,586,29
-1,125.19,170,16,0,2,375,56,1,92,29
-1,63.9,265,2,0,2,691,44,2,547,26
-1,1519.44,196,9,0,16,360,71,2,611,29
-1,55.01,211,5,0,2,412,56,2,336,19
-1,86.07,237,3,0,2,427,99,2,548,5
-1,98.11,271,1,0,2,455,91,2,454,29
-1,121.9,230,5,0,2,427,95,1,548,29
-1,445.92,164,42,0,2,310,86,2,106,27
-1,125.12,249,5,0,2,182,44,2,353,26
38,280.89,203,41,0,2,854,86,1,357,29
19,412.36,186,23,0,3,268,82,1,436,29
-1,63.82,184,6,0,2,872,86,2,535,29
-1,198.28,225,4,0,2,267,32,2,242,5
-1,41.4,197,1,0,1,469,18,2,536,19
-1,514.02,106,132,0,6,437,40,2,570,29
-1,111.12,227,1,0,6,565,56,2,108,29
-1,78.81,180,92,0,2,859,86,2,548,19
-1,466.65,204,13,0,2,753,99,2,273,29
-1,102.21,177,7,0,1,872,86,2,535,19
-1,118.68,240,3,0,2,858,74,2,136,19
7,129.0,206,3,0,2,250,99,2,544,19
-1,305.16,236,17,0,2,223,82,1,158,29
-1,150.14,222,13,0,2,657,98,2,590,29
-1,211.34,127,143,0,2,262,37,2,543,29
49,282.11,224,49,0,3,839,44,2,364,29
-1,34.03,182,7,0,2,427,92,2,548,29
-1,1396.39,202,7,0,2,829,18,2,506,29
43,184.64,153,44,0,2,852,37,1,378,16
24,845.02,203,26,0,1,662,86,1,79,19
-1,85.12,227,4,0,1,469,44,2,536,26
-1,55.57,240,1,0,2,869,28,2,24,19
-1,235.68,237,6,0,2,152,82,2,614,19
-1,224.77,217,21,0,4,478,86,2,287,19
37,329.5,159,37,0,2,478,18,2,287,4
-1,197.76,227,0,0,2,753,99,2,273,29
7,1288.62,212,42,0,2,169,37,1,51,19
-1,77.22,72,196,0,2,741,91,1,168,19
5,1422.73,173,23,0,5,495,3,2,441,29
-1,418.08,202,34,0,2,590,18,2,330,4
-1,326.4,213,9,0,2,851,80,1,463,29
-1,906.56,93,104,0,2,114,16,2,407,19
-1,370.48,214,14,0,2,243,99,2,273,19
21,758.64,189,24,0,1,390,99,2,223,29
-1,446.95,306,290,0,3,4,37,2,509,29
10,300.86,252,11,0,4,741,18,2,168,29
-1,209.16,210,1,0,2,791,95,2,578,29
-1,226.76,184,46,0,2,884,3,2,2,19
-1,244.8,216,3,0,2,681,37,2,118,19
-1,122.54,257,2,0,2,838,81,2,541,5
-1,375.15,184,4,0,2,808,97,2,548,29
37,191.68,166,37,0,1,286,86,1,176,19
-1,101.52,214,33,0,2,51,95,2,200,19
-1,179.03,215,3,0,2,319,91,2,524,29
-1,72.3,224,15,0,2,590,18,2,330,4
-1,671.64,124,95,0,2,581,3,1,470,29
-1,198.61,199,2,0,2,738,99,2,54,5
-1,135.22,199,1,0,1,831,43,2,532,5
-1,95.56,248,2,0,2,398,40,2,549,29
-1,224.6,141,52,0,2,56,18,2,110,29
-1,116.14,196,2,0,1,286,67,2,176,29
-1,139.26,212,4,0,2,427,81,2,548,29
26,250.9,213,28,0,2,464,86,1,548,19
95,196.32,88,124,0,2,562,86,1,614,29
-1,11.58,238,1,0,2,709,40,2,87,26
-1,354.88,212,50,0,2,124,42,1,182,29
-1,169.09,210,58,0,2,124,37,2,182,19
-1,135.66,215,0,0,2,228,99,2,51,29
-1,104.41,198,2,0,2,44,82,2,614,29
-1,337.88,153,43,0,1,741,102,2,168,26
-1,114.29,267,6,0,2,145,72,1,243,29
-1,160.88,235,1,0,2,203,3,2,72,19
-1,109.33,253,4,0,2,308,40,2,565,19
-1,186.18,258,1,0,2,814,3,2,472,29
-1,248.38,135,49,0,4,852,86,2,378,5
4,985.05,161,31,0,2,138,7,2,51,29
-1,54.68,230,1,0,2,886,99,2,24,29
106,365.76,80,115,0,2,387,91,1,334,19
-1,172.75,204,11,0,2,264,3,2,492,29
-1,63.7,251,22,0,2,69,82,2,207,29
-1,121.68,226,1,0,2,207,43,2,510,19
-1,622.98,222,20,0,3,534,86,2,132,29
-1,156.69,206,50,0,2,251,56,1,525,29
14,155.01,220,17,0,2,62,86,2,268,19
-1,97.47,251,8,0,2,512,86,2,455,19
-1,98.25,171,12,0,2,11,40,1,274,29
-1,50.86,266,1,0,2,490,82,2,617,19
174,2458.33,29,201,0,2,523,44,1,308,19
-1,891.94,202,26,0,3,447,91,2,96,29
-1,138.15,182,12,0,3,487,92,2,586,19
-1,87.0,267,3,0,2,116,99,2,614,19
19,556.23,65,202,0,2,51,37,1,200,29
25,448.56,189,39,0,2,375,95,1,92,19
21,730.89,138,51,0,2,264,99,1,492,29
-1,23.79,195,3,0,2,222,86,2,403,16
-1,124.68,261,9,0,2,51,91,1,200,19
-1,52.67,232,14,0,2,889,95,2,51,29
-1,6.74,204,1,0,1,165,44,2,274,29
-1,90.45,256,3,0,2,197,74,2,491,26
-1,167.22,218,13,0,2,188,95,2,319,19
-1,281.52,247,5,0,2,193,37,2,544,19
-1,91.27,196,51,0,2,761,44,1,393,5
27,93.31,237,27,0,2,93,44,1,234,29
141,344.86,85,141,0,2,761,86,1,393,29
-1,29.05,208,1,0,2,338,40,2,274,19
-1,273.16,234,24,0,8,427,86,2,548,29
-1,170.87,247,13,0,2,447,44,1,96,29
-1,40.19,242,29,0,2,42,74,2,409,19
-1,2700.2,228,29,0,6,393,95,1,98,29
-1,108.65,199,2,0,2,321,92,2,58,29
-1,193.86,219,12,0,2,559,44,2,334,19
-1,330.14,209,12,0,3,824,86,2,380,19
-1,20.39,249,2,0,2,545,92,2,261,29
148,480.05,84,148,0,2,578,86,2,10,29
7,307.44,255,8,0,1,10,18,2,531,29
44,114.69,148,47,0,2,872,86,1,535,29
-1,18.28,228,2,0,2,502,40,2,518,29
-1,1476.09,184,40,0,2,554,95,1,244,5
-1,235.64,176,13,0,2,124,91,1,182,29
28,45.69,147,36,0,1,741,44,2,168,26
-1,28.64,188,3,0,3,502,17,2,518,19
-1,175.54,258,8,0,2,860,95,2,77,29
-1,642.96,134,82,0,3,872,91,1,535,29
-1,217.01,231,6,0,2,399,97,2,359,29
-1,545.26,245,23,0,2,513,37,1,359,5
-1,1014.03,156,60,0,4,557,86,1,457,29
-1,81.3,228,10,0,1,450,44,2,217,29
12,227.85,184,14,0,2,130,37,1,436,29
7,599.65,192,79,0,2,50,72,1,614,29
-1,20.81,179,4,0,2,502,40,2,518,2
1,29.33,268,1,0,2,467,81,2,160,26
-1,775.94,239,23,0,2,671,54,1,341,19
-1,169.18,239,10,0,3,35,91,2,515,19
-1,117.46,222,17,0,4,244,95,2,294,19
-1,43.48,239,1,0,2,585,88,2,18,4
5,93.77,175,14,0,2,430,82,1,575,5
64,306.81,147,65,0,3,727,74,1,79,19
-1,106.81,236,1,0,2,818,44,2,597,29
-1,540.2,257,7,0,2,696,99,2,44,29
-1,301.63,176,70,0,2,827,5,2,3,22
-1,348.46,99,104,0,4,702,40,1,120,29
-1,135.8,194,6,0,2,50,72,2,614,29
-1,251.52,187,5,0,2,107,81,2,549,19
-1,14.34,183,20,0,2,584,92,1,356,19
-1,107.67,185,5,0,2,312,51,2,267,29
-1,856.82,265,4,0,2,135,56,2,51,29
75,34.43,165,78,0,1,871,18,2,16,26
8,173.29,205,50,0,2,78,37,1,110,19
-1,338.28,230,40,0,2,281,37,1,276,29
-1,71.78,228,19,0,4,422,87,2,101,29
74,371.86,120,78,0,4,51,18,1,200,29
-1,673.03,263,8,0,4,186,72,2,251,29
-1,87.46,263,3,0,2,288,40,2,419,29
